site,latitude,longitude,height,source
MTLW,47.0541518099,-109.4427307982,1236.33964,gage
MTMS,48.5409565416,-109.6866465483,773.31015,gage
MTNT,25.8657724042,-80.9070025184,-20.5469,gage
MTPK,37.4853287749,-121.8668711869,750.88936,gage
MTSU,45.6612201278,-111.0450208332,1494.86951,gage
MTUM,46.9500268392,-113.4724142594,1122.27694,gage
MUIR,46.8356319401,-121.7331612021,3067.63415,gage
MULN,36.56508446,-120.0916144,24.558,shakealert
MUSB,37.1699407048,-119.3093553632,2042.52824,gage
MVFD,33.21087494,-116.52532047,1190.0685,shakealert
MWTP,37.6405188137,-118.9447349207,2317.39811,gage
MZAL,5.03,-75.47052,2101.21961,rtdb
MZNT,45.7015279437,-123.9308611313,-12.48658,gage
NAIN,56.5369782481,-61.688724039,32.89654,gage
NANO,49.2948089142,-124.0864815033,6.60852,gage
NARL,48.1766849,-122.1517255,25.1872,shakealert
NAS0,25.052559,-77.462256,-16.476,rtdb
NAST,27.6567,85.327729,1337.0,rtdb
NAYX,32.3242831172,-115.2955162767,-23.84741,gage
NBWY,44.7273458996,-110.7114125629,2303.25741,gage
NCCH,34.3445158236,-77.8749787979,-24.24163,gage
NCFW,36.5135713118,-81.095246692,835.64084,gage
NCGO,35.4213605977,-78.0585003213,12.68601,gage
NCHW,36.486583625,-81.1054088758,877.93353,gage
NCJA,36.4084982109,-77.4375926547,11.89561,gage
NCPO,34.9925558272,-80.1771904041,83.54586,gage
NCSB,50.40305184,-126.0558787,1285.6912,shakealert
NCSW,35.5961294002,-82.4234056047,658.5033,gage
NCWH,34.2804494533,-78.7164881654,-3.77684,gage
NDAP,34.7676864753,-114.618632585,241.36239,gage
NEAH,48.2978540615,-124.6249077202,459.95436,gage
NEDR,40.7725873407,-96.7003315329,348.30643,gage
NEGI,40.9222594954,-98.328166934,541.62244,gage
NEWS,39.6856149397,-117.5089400404,1770.273,gage
NHRG,34.4986594713,-119.1412669966,1648.7401,gage
NHUN,43.1425602938,-70.9519127895,7.92736,gage
NINT,47.4950962786,-121.7970873153,127.25499,gage
NJCM,39.1006751248,-74.8029025312,-26.60809,gage
NJHC,40.5016221278,-74.901122801,94.65942,gage
NJOC,39.9527937587,-74.1935050845,-9.46362,gage
NLIB,41.7715908205,-91.5748993939,206.95961,gage
NMDE,32.2672666316,-107.7260772084,1297.7933,gage
NMGR,35.2165730502,-107.9301172081,2020.69818,gage
NMRO,33.394957943,-104.589107533,1094.68703,gage
NMSF,35.6737884962,-105.9586064036,2096.28678,gage
NMSU,32.2742681513,-106.7446835444,1187.50713,gage
NOCO,33.9197109342,-117.569587765,186.78811,gage
NOMT,45.5969176625,-111.6298250726,1578.025,gage
NOPK,33.9797389907,-118.3480191806,33.11321,gage
NOR1,44.2558258964,-85.437163221,364.04291,gage
NOR3,45.0685846995,-83.5686515643,174.45327,gage
NORM,43.738874473,-121.2527235393,2161.37495,gage
NOSE,43.9119023735,-123.7387240059,848.99183,gage
NRC1,45.4541631719,-75.6238324754,82.55954,gage
NRWY,44.7148463206,-110.6777213013,2342.69479,gage
NSSS,32.57931797,-116.97268988,123.5615,shakealert
NTKA,49.5923619561,-126.6166126225,-1.482,gage
NVBM,35.9698138184,-115.157516942,712.49951,gage
NVLM,36.0696574839,-114.8132094395,362.07494,gage
NVMO,36.9397150886,-116.0801779856,1545.08431,gage
NWBG,45.3000507922,-122.9755328721,42.55595,gage
NWBL,16.8204171609,-62.2027050018,146.96219,gage
NYBA,-1.7623736157,29.3496486928,2248.88667,gage
NYBH,42.1097589559,-75.8274255505,311.88061,gage
NYBT,42.9883318664,-78.1223355035,261.08935,gage
NYCL,42.5843728499,-76.2113396062,329.72228,gage
NYCP,42.187910916,-77.1434329643,276.44798,gage
NYDV,42.5489243323,-77.6979519999,187.41035,gage
NYFD,42.4282830763,-79.3396534858,211.33292,gage
NYFS,42.204674067,-78.1438807009,441.37852,gage
NYFV,42.9391761155,-74.3533449083,103.51739,gage
NYHC,41.9583379455,-75.2927511209,259.51276,gage
NYHS,42.252332055,-73.7575518084,20.86594,gage
NYLV,43.7964665383,-75.4854401033,240.4341,gage
NYMD,41.4068215425,-74.4428067932,126.99201,gage
NYML,44.8709506382,-74.2881590816,194.15006,gage
NYON,42.4402362394,-75.111815692,305.87216,gage
NYPD,44.6525265712,-75.0418152916,108.7371,gage
NYPF,43.0931998224,-77.5253178637,112.32958,gage
NYRB,44.303877708,-74.0783621295,465.7425,gage
NYST,43.0616033288,-73.8041770246,68.461,gage
NYWL,42.8986838918,-76.8520369214,108.80961,gage
NYWT,44.0282483523,-75.9211054107,117.14793,gage
OAES,34.1410041689,-116.067739807,604.7713,gage
OAKH,30.8155068467,-92.6569834369,20.19648,gage
OAKR,43.73833763,-122.44456844,375.8632,shakealert
OAMU,5.64721,-73.55803,2109.59798,rtdb
OAXA,17.072539112401774,-96.73302417135076,1719.4277777194889,rtdb
OBSR,46.8997966086,-121.8153679834,2363.1085,gage
OCEN,46.9523711474,-124.1597145499,-17.38595,gage
OCSD,33.2406691485,-117.3467409112,42.88567,gage
ODOT,44.89666048,-123.00080922,51.2277,shakealert
ODSA,47.32897407,-118.71259096,468.2667,shakealert
OEOC,33.76586098,-117.74414251,358.6012,shakealert
OFW2,44.4511055444,-110.8311545711,2280.42512,gage
OHHU,41.1767729841,-82.5613739756,253.31638,gage
OHLI,39.9525469076,-82.4141848687,293.43772,gage
OHLN,38.00625389,-122.27299477,-0.5556,shakealert
OHMR,40.5460035446,-84.6307428606,235.55669,gage
OHPR,39.7407485017,-84.5747532607,270.35647,gage
OK03,36.3296250227,-96.858032201,258.60533,gage
OK04,36.3969016645,-96.9121227031,264.57002,gage
OK05,36.4322,-96.89361111,274.0,rtdb
OK06,36.460779022,-96.856528731,252.2452,gage
OK07,36.4543119154,-96.7639968949,237.85143,gage
OKAN,34.1952022402,-95.6213582662,140.28836,gage
OKAR,34.1684636566,-97.1692486277,235.76719,gage
OKBF,36.8280278294,-99.6413581424,538.8134,gage
OKCB,27.2660379788,-80.8553347134,-15.33539,gage
OKCL,35.4831575537,-98.9714703114,469.60344,gage
OKDT,35.4901314719,-97.5076975806,365.45278,gage
OKGM,36.6745971999,-101.4793621172,929.97751,gage
OKHV,34.9131665363,-94.6180929656,145.3257,gage
OKNG,48.37340912,-119.55151565,270.9876,shakealert
OLAR,46.96119443,-122.90846718,41.0598,shakealert
OLMP,47.0448460345,-122.8952202245,2.5874,gage
OLO1,-2.7342,35.95,988.0,rtdb
OLO3,-2.753983,35.871394,1483.0,rtdb
OLO5,-2.6336855,35.8893321,657.0,rtdb
OLO6,-2.7087,35.9055,926.0,rtdb
OLO7,-2.79694,35.91232,1441.704,rtdb
OLO8,-2.784635,35.9475,1289.16,rtdb
OLO9,-2.751567,35.86994,1449.26,rtdb
OLVN,16.7504057404,-62.2277268857,40.9245,gage
ONSA,57.3953017407,11.9255235406,45.6458,gage
ONTO,44.02317958,-116.93797603,646.0677,shakealert
OPBL,34.3698811031,-115.9180601799,1226.53288,gage
OPCL,34.427715755,-116.3054605592,1312.9143,gage
OPCP,34.3671282737,-116.0833752813,1096.65725,gage
OPCX,34.4300811854,-116.1494870528,1133.82876,gage
OPRD,34.5330307526,-116.2922826723,1400.24952,gage
ORAS,46.1856567,-123.8611381,-8.6,shakealert
ORE2,37.4598166449,-121.7519518841,600.74293,gage
ORE3,37.4615127708,-121.7508243639,661.56965,gage
OREO,37.4606541839,-121.7512583047,640.06045,gage
ORES,34.7390636295,-120.2785668318,143.61948,gage
ORMD,29.2981922506,-81.1088994216,-19.87955,gage
ORMT,34.6749039382,-116.8150961119,1893.33043,gage
OROV,48.96505641,-119.41313449,311.2394,shakealert
ORVB,39.5546265232,-121.5002960739,339.99628,gage
OSOR,-40.5972447246538,-73.10361818216082,84.34732868222143,rtdb
OSPA,43.464886918,-76.5115355836,50.01038,gage
OTHL,46.82255216,-119.16788041,313.7514,shakealert
OVLS,34.3273624782,-119.1419549643,69.19424,gage
OVSC,1.21019,-77.25663,2634.16185,rtdb
OXMT,37.4993662888,-122.4243240249,209.08983,gage
OXPE,15.88871,-97.07526,73.532,rtdb
OXTH,16.2863,-95.2408,39.0,rtdb
OXUM,15.66227,-96.49903,79.969,rtdb
OXYC,34.1288143751,-118.2073223091,209.8146,gage
OYLR,47.47462868,-122.20477192,24.6345,shakealert
OZST,34.68337298,-119.35341484,1059.1314,shakealert
P001,31.9493754906,-112.8017052536,474.69538,gage
P002,39.5211368855,-117.1865348132,1741.69299,gage
P003,32.7225432411,-114.0049544775,50.9558,gage
P004,34.7843807022,-112.1519838278,1791.76565,gage
P005,39.9101698391,-115.2786314209,2015.64863,gage
P006,36.1541863101,-114.4569151104,365.22958,gage
P007,41.7241994081,-114.8197165789,1686.56992,gage
P008,36.142819904,-111.1300507314,1522.04078,gage
P009,38.4799290846,-112.222717963,1761.51507,gage
P010,34.6672608832,-113.7313457476,1399.04342,gage
P011,36.1498267866,-109.5192307739,1728.496,gage
P012,38.0974316644,-109.3338389108,1788.48646,gage
P013,41.42873991,-117.3299979116,1433.4119,gage
P014,31.9728933335,-111.0985987625,1067.96323,gage
P015,34.2638095709,-110.0094879862,1930.19586,gage
P016,40.0781206638,-112.3614057952,1730.52419,gage
P017,41.2758948728,-119.9355141708,2390.62059,gage
P018,42.9817050116,-117.0645616398,1424.24021,gage
P019,43.3001944855,-115.3116655952,1682.35368,gage
P020,47.0022069083,-118.5657733915,480.11049,gage
P021,48.6746909345,-118.730256534,1163.1725,gage
P022,45.231784454,-118.0137762741,888.11063,gage
P023,44.8984317299,-116.1030088258,1521.58122,gage
P024,47.5622005249,-115.8424377241,1907.61242,gage
P025,48.7310124581,-116.287515449,695.4628,gage
P026,32.65896011,-107.1948755624,1236.84569,gage
P027,32.8018577571,-105.8041625313,2896.72986,gage
P028,36.0316839567,-107.9084115582,1933.10938,gage
P029,38.4391895809,-107.6380464614,2455.39066,gage
P030,41.7498138527,-110.5128134444,2149.77248,gage
P031,39.5154956135,-107.9086745202,1657.56325,gage
P032,41.7416721446,-107.255927202,2167.28749,gage
P033,43.9528981519,-107.3875507912,1375.87927,gage
P034,34.9456186588,-106.4592695105,1810.90763,gage
P035,34.6013922335,-105.1836050221,1780.35437,gage
P036,36.4202736076,-105.2936562865,2529.8977,gage
P037,38.4217528058,-105.1046870024,1616.87447,gage
P038,34.1472544173,-103.4073413817,1212.98433,gage
P039,36.4481124299,-103.153957081,1493.62475,gage
P040,38.071498243,-102.6869823821,1102.64618,gage
P041,39.9494908175,-105.1942701705,1728.83171,gage
P042,42.0515051227,-104.9105982698,1422.41982,gage
P043,43.8811447454,-104.1857065106,1490.92265,gage
P044,40.1717897651,-103.2224874377,1411.02702,gage
P045,45.3828722397,-112.6171931417,1618.19026,gage
P046,47.0295938389,-113.3317372547,1290.28405,gage
P047,48.421334407,-113.2197492249,1475.54255,gage
P048,45.65304285,-111.2042141054,1491.95459,gage
P049,47.3499629624,-110.9062363998,1186.0395,gage
P050,48.809475852,-111.2484353335,1266.8725,gage
P051,45.8065997754,-108.5461487004,1081.0804,gage
P052,47.3747347745,-107.0186808924,858.62722,gage
P053,48.726078879,-107.7254236091,814.96238,gage
P054,45.8463481148,-104.4414233963,1093.0862,gage
P055,47.1167125226,-104.6851273261,667.72164,gage
P056,36.0274373831,-119.0628757266,100.77792,gage
P057,41.756571,-112.623139,1382.2135,rtdb
P058,40.8763065317,-124.075371937,21.40787,gage
P059,38.9283497817,-123.7262051162,-11.30997,gage
P060,40.9976313838,-122.414888539,430.79717,gage
P061,42.967378,-124.014015,162.7699,rtdb
P062,43.1123858618,-121.090717175,1350.26705,gage
P063,44.9227208068,-120.9461562219,965.37817,gage
P064,47.96984508,-123.48770692,1570.7502,shakealert
P065,46.84395822,-120.9330949,1017.122,shakealert
P066,32.6165270974,-116.1697951535,822.85054,gage
P067,35.5517565685,-121.0029682254,106.98847,gage
P068,39.3056419194,-117.9847924159,1455.90795,gage
P069,39.2879392312,-117.6048985919,1886.38773,gage
P070,36.0447792298,-104.698002859,1883.52462,gage
P071,39.3465460762,-117.4011847688,2085.34447,gage
P072,39.5214537914,-116.7409000763,2061.18132,gage
P073,39.5005230655,-116.4244739961,1942.59779,gage
P074,39.5464258344,-116.0496008872,1947.66927,gage
P075,39.3742421856,-115.8888213184,1881.59312,gage
P076,39.5360611967,-115.5126021883,2006.03091,gage
P077,39.3885598098,-115.4318280692,2334.19006,gage
P078,40.4334155703,-117.8798088347,1444.83357,gage
P079,39.255205,-114.691643,2747.043,rtdb
P080,39.1194375902,-114.2772190131,1972.87641,gage
P081,39.067305644,-113.8713312788,1588.12694,gage
P082,39.2689334586,-113.5052117356,1380.98383,gage
P083,40.3205797496,-117.467640353,1642.68573,gage
P084,40.4939511594,-113.0540071352,1432.79496,gage
P085,40.4954598488,-116.73621623,1661.187,gage
P086,40.648795,-112.282072,1341.5013,rtdb
P087,40.3632042729,-116.2792679205,2358.38206,gage
P088,40.7717679604,-111.7228947827,1920.44334,gage
P090,39.5728025492,-119.7998575682,1503.64628,gage
P091,36.6143227963,-117.5315449434,1966.84633,gage
P092,36.8041929763,-117.4068056614,2157.06799,gage
P093,36.6060240736,-117.9941486193,1339.04786,gage
P094,37.2008345466,-117.7041977829,1729.2162,gage
P095,39.6984296306,-119.536909233,1608.78589,gage
P096,39.795563886,-119.3056466856,1243.27429,gage
P097,39.8388048528,-118.8738646647,1210.37308,gage
P098,39.8888808418,-118.684418299,1286.56502,gage
