site,latitude,longitude,height,source
P797,33.537294075,-116.5925314624,1403.77798,gage
P798,43.7960202021,-110.9605950748,2450.52931,gage
P799,33.9276501488,-118.3063560808,24.82553,gage
P800,34.0216918541,-118.3490744026,-2.30126,gage
P801,44.3896695536,-110.5437351478,2368.57087,gage
P802,46.5575511352,-100.6234141371,572.34829,gage
P803,46.3264542422,-90.683652882,414.23067,gage
P804,32.9632880915,-84.2257569413,216.37085,gage
P805,32.96324,-84.22585,215.74,rtdb
P806,32.963311,-84.225869,215.8,rtdb
P807,30.4946432249,-98.8220435536,418.99744,gage
P808,34.836020249,-118.6214588819,914.33796,gage
P809,35.74389954,-119.23675929,62.3919,shakealert
P810,35.74395705,-119.23672251,62.2058,shakealert
P811,35.15243188,-118.01660997,708.6934,shakealert
P812,35.15249945,-118.01653805,708.3474,shakealert
P815,47.93718715,-124.55715252,36.2388,shakealert
P816,47.93710988,-124.55708777,35.7632,shakealert
P817,40.145580952,-78.5111715866,384.02331,gage
P820,42.8618511558,-124.0539473438,68.83142,gage
P821,43.1445504153,-123.4289881264,252.27548,gage
P822,42.4934666577,-122.5883051013,1164.92475,gage
P823,45.5376345867,-123.1573714551,78.07079,gage
P824,45.8530939379,-123.2477214054,177.69533,gage
P825,45.7991470496,-120.8470990139,489.08427,gage
P826,46.1819912404,-123.7991533,164.51022,gage
P827,46.7465796229,-122.8391009269,101.29944,gage
P828,47.2889733965,-122.9407177262,38.56463,gage
PABH,47.2127993444,-124.2045818777,12.90801,gage
PAFU,39.9265889906,-79.6973725878,326.74201,gage
PAL2,7.13103,-73.18417,1215.4858,rtdb
PALG,33.3890188965,-117.03178618,528.79852,gage
PALX,31.559119084,-116.0637924282,1545.46174,gage
PAMS,40.9955720301,-75.2510729248,192.57527,gage
PAPC,41.7644166776,-78.0234334971,484.60264,gage
PARY,45.3385538755,-80.0358935728,145.00377,gage
PAS1,34.07387554,-106.920944,1417.1083,rtdb
PASA,57.436,-152.4578,66.6,rtdb
PASS,40.6391553408,-76.1582798661,164.44258,gage
PB19,-23.89673765972077,-69.30226651711348,2435.5239429631865,rtdb
PB1Y,32.64793892,-115.69244526,1.1536,shakealert
PBCH,26.8462941978,-80.219256209,-16.90676,gage
PBHR,35.7089559285,-121.2724192382,152.22322,gage
PBLD,19.669197,-155.371761,1754.874,rtdb
PBPP,34.5082281006,-117.922577354,901.95078,gage
PCCL,-18.457674003727842,-70.1067444585473,1143.7277126649224,rtdb
PCOL,47.1720554186,-122.5708083714,79.10993,gage
PDIG,25.040225732113175,-105.39597628233481,1757.0615321636465,rtdb
PDTN,45.6659452195,-118.7569314132,394.44461,gage
PDXA,45.5968718381,-122.6092353684,-5.04513,gage
PEA1,36.1869066832,-120.758599656,789.68447,gage
PEA2,36.1805334986,-120.7668481661,682.46576,gage
PECL,-37.6869619559512,-73.65057142223512,100.23593227704755,rtdb
PEIG,15.997679048484619,-97.1475722272102,334.3148305180259,rtdb
PFBP,18.0383,-67.13344,3.765,rtdb
PFLD,47.8985054679,-122.282185019,160.27751,gage
PGC5,48.6485314036,-123.4511308157,3.58384,gage
PHJX,32.4900573751,-115.550455341,105.43369,gage
PHLB,34.925423905,-117.6944831483,886.14565,gage
PIE1,34.3015046427,-108.1189302211,2347.73426,gage
PIMA,32.2279572106,-111.0186334977,713.60596,gage
PIN1,33.61215726,-116.45816601,1256.1476,shakealert
PIN2,33.61214923,-116.45762373,1258.3856,shakealert
PINO,16.392773016183337,-98.1273629029607,238.9106409153062,rtdb
PJZX,32.41700685,-115.88373,1335.7489,rtdb
PKDB,35.94524157,-120.54156515,589.8769,shakealert
PKDG,35.9452421488,-120.5415664759,589.99938,gage
PKDL,45.51830211,-121.56368241,511.7247,shakealert
PKRD,34.0715627912,-118.2329114552,130.84842,gage
PKTN,39.0454709134,-83.024407133,143.20093,gage
PKWD,46.5997963407,-121.6769835003,306.71631,gage
PLCX,31.2552161349,-116.1580791809,182.97142,gage
PLMN,46.7339295123,-117.1931069916,742.95449,gage
PLNA,44.13206445,-119.96679197,1110.2133,shakealert
PLPX,31.58860016,-115.151275,813.4855,rtdb
PLTR,5.04383,-75.3321,3710.52375,rtdb
PLTX,31.8163419747,-115.4308994562,236.50931,gage
PLVP,-37.148830583501635,-73.5850296212621,58.994526509190784,rtdb
PMAR,43.9906712699,-121.686750587,2347.72939,gage
PMKZ,61.2836674595,-149.923174349,49.76363,gage
PMOB,33.35724224,-116.85955329,1662.5228,shakealert
PMTN,37.8313718494,-119.0569330878,2401.64891,gage
PMUV,18.544896345526485,-95.12265755871023,752.2793306285939,rtdb
PNE2,10.1951656166,-85.8287075753,19.59569,gage
PNNN,40.061278944,-105.2062111667,1573.264,rtdb
PNVL,44.31292126,-120.84652153,873.2329,shakealert
POBG,33.6871335112,-116.923752941,982.22049,gage
POME,46.4799437432,-117.6317108762,551.01626,gage
POMM,35.9199138211,-120.4784433456,597.15254,gage
POP1,19.06704042715359,-98.62808679153882,4017.4302527400364,rtdb
POTR,32.61841413,-116.59087035,730.2427,shakealert
POVA,2.44909,-76.61474,1749.35512,rtdb
PPBF,33.8357287622,-117.1820954975,428.09266,gage
PPPT,40.0609155,-105.205555555,1571.4,rtdb
PRDS,50.8713497115,-114.2935013968,1247.94678,gage
PRKW,19.942804,-155.66777,841.7,rtdb
PRSN,18.2171,-67.1447,28.798,rtdb
PRSR,46.2156752797,-119.7908399262,197.60337,gage
PRX5,39.9494906362,-105.1942700748,1728.89109,gage
PSAP,33.8192378633,-116.493997323,86.76554,gage
PSDM,34.091767069,-117.8070984029,278.35657,gage
PSTX,31.31312,-115.83543,902.1444,rtdb
PTAA,48.1168283416,-123.4943625754,66.84048,gage
PTAL,49.2563278259,-124.8609577424,92.82091,gage
PTAR,-53.155235955261034,-71.04962458033587,632.9759022143869,rtdb
PTAX,32.37748853,-115.45634002,1060.3222,shakealert
PTEX,32.2884543318,-116.5212414299,340.56289,gage
PTIR,46.4845831952,-84.6308451747,151.41464,gage
PTPP,8.2043395879,-82.8790362186,54.23739,gage
PTRB,37.99617918,-123.01872743,145.7467,shakealert
PTRF,48.5442673341,-124.4130603656,172.84751,gage
PTRH,38.20916317,-121.94359157,35.2597,shakealert
PTRL,37.9961814606,-123.0187288644,146.8969,gage
PTRO,38.20949465,-121.94417128,28.0281,shakealert
PTSG,41.7827410122,-124.255201908,-10.17592,gage
PTSN,45.9391572812,-119.609757966,118.57213,gage
PUH2,19.421317,-155.907647,50.7,rtdb
PUJE,10.1139786337,-85.2724781891,29.15429,gage
PUMO,10.0644996372,-84.9667128199,17.9515,gage
PUPU,47.49955802,-122.00808334,542.4449,shakealert
PVE3,33.7432996242,-118.4042633159,71.03543,gage
PVGP,17.978033,-66.788531,-2.516,rtdb
PVHS,33.7794570629,-118.3721722748,259.57206,gage
PVRS,33.7738658264,-118.320596078,59.81774,gage
PWEL,43.2367322742,-79.2196697362,43.84403,gage
PXYZ,40.0612827888,-105.00620675,1571.588,rtdb
QAQ1,60.7152660875,-46.0477694235,110.50672,gage
QCY2,36.1610691797,-121.1373554176,101.44004,gage
QHTP,34.6286821499,-118.2448194676,863.02522,gage
QIKI,67.5593412253,-64.0336773606,13.36625,gage
QLLN,-43.11418021496092,-73.66424438014005,197.94252523099559,rtdb
QMAR,47.7750987637,-120.9655679402,812.12444,gage
QSCO,-33.39188846648351,-71.70194957658353,31.074545805405165,rtdb
QSEC,9.8403806813,-85.3572715863,17.6845,gage
QUAD,50.1324932737,-125.3308336369,-7.3578,gage
QUEX,32.5492053938,-115.1532278343,-16.2664,gage
QUIN,39.9745533302,-120.9444333026,1105.75904,gage
R301,38.6565985054,-107.5909508879,2024.13103,gage
RAAP,33.04223796,-116.91725537,395.0006,shakealert
RAGG,34.68313902,-116.15145959,729.9155,shakealert
RAMT,35.338715762,-117.6833536893,1406.59283,gage
RAPT,36.66492289,-119.44870895,88.8945,shakealert
RBRU,36.75912597,-119.82867125,58.9498,shakealert
RCA2,34.4999839975,-119.7200047904,1179.21641,gage
RCHY,16.7039051657,-62.1532082665,313.13638,gage
RCSC,33.44414514,-117.58648107,160.9631,shakealert
RDBA,18.2769206163,-70.3283568105,30.17757,gage
RDCI,19.0588566016,-70.8563901989,1255.64052,gage
RDGM,36.8114498453,-121.347955146,128.25015,gage
RDLT,19.3066120432,-69.5466582923,-13.82881,gage
RDM2,19.8500957045,-71.6434977726,-22.41142,gage
RDMA,19.53879,-71.07724,65.699,rtdb
RDMC,19.848741,-71.638857,-18.868,rtdb
RDMT,34.6439403375,-116.6246907842,1782.99372,gage
RDNA,19.3689803636,-69.8469865947,-27.88425,gage
RDNE,18.500752246,-71.420455009,91.3685,rtdb
RDOM,37.6770676913,-118.897947124,2417.44324,gage
RDON,16.9341853033,-62.3462567019,106.56339,gage
RDPE,18.0372293633,-71.7395923075,-7.24109,gage
RDPP,19.811308984,-70.7132446482,-26.63154,gage
RDSD,18.461398701,-69.9113224147,-9.19636,gage
RDSF,19.2857134503,-70.2464896409,76.5541,gage
RDSJ,18.819476817,-71.2270052442,405.1244,gage
RDTO,18.47924,-69.83595,11.459,rtdb
RDTP,47.27268165,-120.75768902,1518.9035,shakealert
RDVE,19.2131228819,-70.5273304992,68.98738,gage
REDM,44.259765814,-121.1478845734,919.80775,gage
REED,43.70100665,-124.10779991,-14.1696,shakealert
REPO,36.8403511755,-116.4683460191,1479.44262,gage
RESO,74.6908192065,-94.8937107012,20.11787,gage
RG03,33.6546910021,-105.1541664889,1572.60464,gage
RG05,32.5525253424,-108.3563808387,1802.30126,gage
RG06,32.6348968226,-107.8647902126,1633.20525,gage
RG07,32.4965,-106.84331,1391.0,rtdb
RG08,32.7283518839,-104.9940653124,1488.65625,gage
RG10,36.45123,-106.53857,2217.0,rtdb
RG11,36.5231651549,-105.7791038715,2211.23112,gage
RG13,36.4912577071,-104.2114921933,2039.55853,gage
RG16,39.884356457,-106.3485122253,2597.68272,gage
RG21,37.7678461772,-107.1091980092,2763.90534,gage
RG23,37.7438717393,-105.4985175237,2621.2329,gage
RG24,37.9635238873,-104.9667694304,2211.90566,gage
RHCG,34.00090421,-118.01335639,338.6633,shakealert
RHCL,34.0190532079,-118.0261775163,176.85699,gage
RKD1,48.9643498778,-119.4130315138,313.17752,gage
RKMG,33.6741277307,-117.6094337137,377.56345,gage
RMRK,46.7494703683,-120.7923140068,477.33905,gage
RMVJ,33.4858130983,-117.5553275167,136.36733,gage
RNCH,35.8999976961,-120.5248339975,838.82085,gage
ROA0,16.3181543194,-86.5268396747,9.99936,gage
ROB1,-32.97582562361398,-71.01584535184068,2208.65685062399,rtdb
ROCK,34.2356773814,-118.6764385599,553.38734,gage
ROCP,37.81641782,-122.06295056,582.018,shakealert
ROSS,48.8337292187,-87.5196037222,149.85935,gage
RPIG,21.8849374822973,-99.98271118522558,987.3829726239312,rtdb
RPUB,48.64934929,-118.73412081,797.6484,shakealert
RSBG,43.23501686,-123.35938777,135.2218,shakealert
RSCS,33.44413,242.4135,162.5,rtdb
RSTP,34.8750818282,-118.1929301897,712.71881,gage
RSVY,34.5414783397,-119.184442013,987.41184,gage
RTHS,34.089152361,-117.3533404218,328.65491,gage
RUBO,-1.7280322052,29.2559460656,1464.98511,gage
RUBY,40.6172084906,-115.12283861,1881.73678,gage
RUNG,32.9723104207,-114.9780355745,119.66378,gage
RVRD,1.067635574029016,-79.38508652647405,48.49790908162396,rtdb
RYMD,46.6841290268,-123.7304135565,-10.45911,gage
S300,37.6665070296,-121.558273275,495.74467,gage
SABA,17.6205113068,-63.2428379194,278.9617,gage
SABN,17.6445580441,-63.2409392008,288.11088,gage
SABP,17.6250732552,-63.254783441,310.94041,gage
SABY,17.6458521966,-63.2205702013,-3.73442,gage
SACY,33.74324803,-117.89558517,-11.271,shakealert
SAJU,10.0671233324,-85.7105558487,73.73925,gage
SALM,44.9279049,-123.0065451,44.38,shakealert
SAMM,47.5398618384,-122.0331751564,7.01492,gage
SAN0,12.5804512525,-81.7157205063,10.08537,gage
SAOB,36.7653075836,-121.4471935552,359.93968,gage
SARG,36.9035468574,-121.5544675408,56.15806,gage
SAWC,37.6898963624,-118.953169955,2440.2907,gage
SBCC,33.5530029161,-117.6614937104,88.65897,gage
SBLL,-34.79208473023254,-70.78069955552341,898.5180276280622,rtdb
SBRB,37.68645121,-122.41085026,-13.2392,shakealert
SBRU,37.6864521498,-122.4108490097,-13.20341,gage
SC00,46.9509230232,-120.7246127322,1178.3801,gage
SC01,34.0679517296,-106.9665455011,2097.37938,gage
SC02,48.5461932177,-123.007612933,-15.02928,gage
SC03,47.8165858846,-123.7057395332,2018.51335,gage
SC04,48.92316251,-123.70413149,14.8844,shakealert
SCCP,37.65184564,-122.00206972,419.2999,shakealert
SCGP,34.9376986618,-82.2325829112,278.02764,gage
SCH2,54.8320912234,-66.8326219807,498.48575,gage
SCIA,34.6074474363,-117.3883058958,831.44474,gage
SCIP,32.9144309158,-118.4879462965,452.8351,gage
SCOR,70.4853374773,-21.9503425172,128.55004,gage
SCW2,12.6833,-87.0,876.0,rtdb
SDHL,34.2550106431,-116.2789011451,835.0643,gage
SE01,39.4003492441,-107.2121041685,1878.84469,gage
SEAS,45.9842249,-123.92242376,-12.0231,shakealert
SEAT,47.6539755494,-122.3094785685,44.1873,gage
SEDR,48.5215562094,-122.2238505507,29.83344,gage
SELD,59.445705351,-151.7066738897,20.53587,gage
SENU,61.069581834,-47.1413198618,667.07918,gage
SEPR,46.2003280192,-122.1910499622,2100.50429,gage
SEQM,48.09141479,-123.11354481,34.7078,shakealert
SEUB,17.4886583061,-62.9618313069,63.42706,gage
SEUH,17.4745087391,-62.9523111477,48.83638,gage
SEUT,17.4714790493,-62.9758611118,30.91433,gage
SFDM,34.4598074276,-118.754513646,291.52032,gage
SG27,71.3228909315,-156.6103351413,9.37233,gage
SGCC,3.37223,-76.52991,1006.84897,rtdb
SGCG,6.9921,-73.06432,966.7166,rtdb
SGDM,34.20563032,-117.86170863,420.7523,shakealert
SGLG,32.6492667299,-115.7263817373,78.35506,gage
SGPS,33.91253732,-116.69569106,476.7413,shakealert
SGU1,37.1131923221,-113.5703007414,894.80986,gage
SHIN,40.5916776599,-120.2250479809,1377.32347,gage
SHKE,40.1782034575,-105.0891876134,1508.99512,gage
SHLD,41.8683657951,-119.0156885305,1457.55354,gage
SHOS,35.9713439981,-116.2989877686,582.39113,gage
SHP5,35.26863525,-120.6712866,16.5632,shakealert
SHPB,49.34750665,-126.25985668,5.7417,shakealert
SHRC,37.6249378504,-118.945631232,2352.13707,gage
SHRV,32.4276863723,-93.7046395157,36.69921,gage
SIBY,42.1701629075,-83.2413362076,152.47899,gage
SIHS,31.8433828136,-91.6554439953,5.72886,gage
SILK,34.1028644236,-118.2638783735,106.2114,gage
SIMM,35.351114,-119.99780954,583.586,shakealert
SIO5,32.84073744,-117.24969669,185.5057,shakealert
SKGT,48.43343486,-122.34247122,-6.7377,shakealert
SKPU,48.43359508,-122.34517743,-0.432,shakealert
SKUL,36.7304535491,-116.2106284583,1237.29654,gage
SKYB,34.438625732,-118.4786364806,520.22858,gage
SLAC,37.4165198894,-122.2042705108,63.66013,gage
SLHG,33.1926242764,-116.2540631765,177.63329,gage
SLID,39.3142767125,-119.8842925555,2902.52341,gage
SLMS,33.2922282085,-115.9778465892,-45.93149,gage
SMAI,47.5235705255,-122.345060686,113.42664,gage
SMEL,39.4256421217,-112.844931611,1422.13449,gage
SMM1,72.579584,-38.459185,3260.293,rtdb
SMM4,72.5736936677,-38.4709214351,3264.07013,gage
SMNR,47.2088086,-122.2397346,6.97,shakealert
SMRT,18.042266767,-63.1088690982,-32.786,rtdb
SMTH,54.82374842,-127.18687581,513.5446,shakealert
SNFD,35.4735296074,-79.1580587405,94.06129,gage
SNHS,33.92733971,-117.9286348,66.4364,shakealert
SNI1,33.2478788998,-119.524373614,239.63725,gage
SNLR,1.2925226710888824,-78.84701463254768,22.677276938496437,rtdb
SNOG,34.03521254,-116.80779486,2314.684,shakealert
SNOQ,47.391308176,-121.3882841815,770.03083,gage
SNRS,46.9146126993,-121.6436037274,1938.33056,gage
SOD2,37.16640735,-121.92552661,986.8214,shakealert
SODB,37.16640704,-121.92552638,985.5205,shakealert
SOMT,34.3199421132,-119.0643404493,464.22308,gage
SONG,33.3807517051,-117.5602673276,-2.95629,gage
SPED,18.4610165464,-69.3055726134,-22.13663,gage
SPIC,39.3062128914,-112.1274788017,1670.43389,gage
SPIG,31.046069387375496,-115.46603552910274,2752.105391140747,rtdb
SPK1,34.0593456636,-118.6461690455,440.11783,gage
SPKN,47.6276622539,-117.5025824548,694.58195,gage
SPMS,33.9926563782,-117.8487824374,207.02278,gage
SPRA,44.82669034,-119.77630812,566.7914,shakealert
SPRG,47.3098542239,-117.9753359028,600.48204,gage
SPT0,57.7149615015,12.8913555241,220.04692,gage
SRB1,37.87435926,-122.26696849,54.663,shakealert
SRB2,37.8743845718,-122.2670491931,54.93544,gage
SRGD,-22.87113594776915,-69.34783388216945,1899.3538617308736,rtdb
SRIG,27.319790005884688,-112.24099766488958,6.187425361595052,rtdb
SRMP,72.9106792584,-54.3937155082,370.61101,gage
SROD,19.475251456,-71.3411616465,98.77945,gage
SRS1,34.0043396037,-120.0652291812,68.2086,gage
SSHO,47.6822983253,-122.3151674566,74.08674,gage
SSIA,13.6970857974,-89.1165942286,626.63305,gage
SSIG,24.81642985053751,-107.14492715719167,129.56290090258545,rtdb
STAY,44.8307065307,-122.8208615786,110.86318,gage
STEM,61.5496440725,-149.326948163,43.262,gage
STFU,37.42690914,-122.17329658,20.3794,shakealert
STHM,44.39618028,-122.73423039,144.732,shakealert
STJO,47.5952424255,-52.6777538511,152.83514,gage
STVI,18.340101,-64.97445,-21.621,rtdb
SUAM,5.70987,-72.9247,2529.59168,rtdb
SUP3,46.3026642508,-85.5128089213,221.67831,gage
SUTB,39.2058353487,-121.8206042555,616.5288,gage
SVIC,43.6430617906,-121.2532795245,1751.33689,gage
SVIN,38.0331814222,-122.5263259713,-27.56868,gage
SWEP,37.61168618,-122.45770349,349.295,shakealert
SWNB,43.6727362353,-121.3554477814,1550.35212,gage
SYNG,34.6072330346,-120.0695627221,167.84425,gage
T2IG,14.882264269508342,-92.29589774995287,112.46494019497179,rtdb
T3RP,37.9278911,-122.58826246,732.3741,shakealert
TABL,34.3818503638,-117.6782881355,2228.0353,gage
TACO,47.2288660735,-122.4715098125,81.08438,gage
TAFT,35.15654572,-119.48517305,287.0287,shakealert
TALH,30.3965293625,-84.3558512754,-7.29668,gage
TALL,32.4003380116,-91.18301357,6.0743,gage
TBLP,35.9174117038,-120.3603414928,937.53954,gage
TCA0,26.741468,-77.382529,-24.857,rtdb
TDLS,45.6077096404,-121.1295094637,26.50012,gage
TEAT,5.42178,-73.53931,3291.97219,rtdb
TECO,18.9845531194,-103.861021318,213.22627,gage
TEG2,14.0900745381,-87.2056434444,951.37589,gage
TEHA,35.1430597,-118.46979831,1174.5732,shakealert
TFNO,49.1541418448,-125.9078400738,-3.84131,gage
TGDR,18.208057,-71.091974,25.977,rtdb
TGIG,16.778184995811575,-93.12225951346961,610.0232877780176,rtdb
TGMX,20.868118,-86.866857,-3.576,rtdb
TGUA,46.2191956811,-122.1923349647,1618.30065,gage
THAR,46.2752502368,-122.1740374613,1430.60253,gage
THCP,35.1581828803,-118.4145762593,1652.39565,gage
THM2,33.5495456373,-117.7668202293,188.30364,gage
THMG,33.6506398865,-116.0772540247,33.62302,gage
THMS,33.54963923,-117.76680249,189.1935,shakealert
THU2,76.5370485217,-68.8250552954,36.24753,gage
TIBB,37.8908775115,-122.4476094183,-21.10662,gage
TILC,37.618887093,-118.8628585144,2165.28361,gage
TILL,45.4551288,-123.83076901,-4.5985,shakealert
TIVA,36.9348476471,-116.2297093179,2034.16398,gage
TJRN,34.483477611,-120.1325712321,157.16101,gage
TLGT,-33.776325321518456,-70.98878871444069,1347.3292733606972,rtdb
TLIG,17.562641120668268,-98.56646344273591,1098.6762655135203,rtdb
TMAP,33.6412458966,-116.1604657686,-66.93816,gage
TN13,35.9436274697,-83.2073466593,359.1865,gage
TN16,35.9027303453,-84.6012212703,216.59764,gage
TN24,36.1343675899,-85.4994031925,308.31863,gage
TN35,36.1039385405,-87.6226552933,230.16971,gage
TN37,35.6038285622,-87.0938145161,192.67299,gage
TN44,35.6404239698,-88.9190736674,91.11917,gage
TNAL,19.118715511,-98.6552389819,3987.25033,gage
TNAM,20.5356382151,-103.9668233223,1222.7021,gage
TNAT,18.1301785917,-98.0411308034,1301.00776,gage
TNBA,28.971917,-113.547285,5.8,rtdb
TNCC,18.7910798608,-103.1729575854,1074.23056,gage
TNCM,19.4981382867,-105.0448280209,83.08631,gage
TNCN,18.5537533706,-101.9708201892,331.68033,gage
TNCU,28.4505540707,-106.7940506778,2106.9468,gage
TNCY,16.0585354093,-97.759148319,26.99788,gage
TNGF,19.326944,-99.17607,2273.0,rtdb
TNHM,29.0813111081,-110.970305769,174.26586,gage
TNIF,18.2715049491,-101.8956091099,282.21341,gage
TNLC,19.5061115393,-104.5492303522,267.84628,gage
TNMO,19.64878,-101.22784,1963.89,rtdb
TNMQ,16.7102816771,-98.6116305146,407.21944,gage
TNMR,18.28847636875251,-103.34553830293642,44.17933243683734,rtdb
TNMS,20.5347692992,-104.7966985375,1221.87954,gage
TNMT,19.5857187306,-104.2741195384,1933.58317,gage
TNMZ,19.123606,-104.401534,2.67,rtdb
TNNP,16.12052,-97.14198,493.0,rtdb
TNNX,17.4075712647,-97.2238995848,2123.07012,gage
TNPJ,15.704610594882723,-93.21890271048167,68.42978356859088,rtdb
TNPP,31.3355177582,-113.6316383663,27.63539,gage
TNSJ,16.1724193029,-96.4895371901,2741.81366,gage
TNTM,19.2391486518,-104.7899180908,12.71544,gage
TOIY,39.5421712917,-117.0494113552,2299.04839,gage
TONO,38.0971923513,-117.1840442569,2066.00744,gage
TORP,33.7978011431,-118.3306113104,-5.22983,gage
TOST,34.2479588225,-118.836672362,274.35734,gage
TOWG,35.8085641166,-117.7649042523,657.12061,gage
TPOG,34.8788598,-118.2285777856,772.22854,gage
TPW2,46.20737197,-123.76836504,-14.9538,shakealert
TRAI,49.09810981,-117.70995896,416.1005,shakealert
TRAK,33.6179380566,-117.803442575,115.51875,gage
TRAT,0.8616356296193082,-79.85934108351127,161.72246017562142,rtdb
TRCP,37.9974257282,-122.6158632976,217.60947,gage
TRLK,37.46664236,-120.82865298,2.4439,shakealert
TRLP,1.1019293021150447,-79.15366954862132,26.41502178756622,rtdb
TRND,41.0538866784,-124.1508688891,78.15347,gage
TRNT,16.7642856495,-62.1632939779,-23.32299,gage
TRPD,-33.022810932364386,-71.64746685688725,61.845092261140614,rtdb
TRPG,0.8165055916754305,-80.01442338544886,39.86888345921026,rtdb
TRTH,0.9787858282901923,-79.62542234592102,23.365479938146834,rtdb
TSFX,30.9339285945,-114.8106420719,-7.11549,gage
TSTU,46.2368655773,-122.224068414,1248.59681,gage
TSWY,43.6740882845,-110.5974801797,2190.71934,gage
TTSF,10.2767062844,-61.4655032373,-3.14528,gage
TTUW,10.6395390596,-61.399083811,-7.523,gage
TUCO,1.81485,-78.7477,18.70809,rtdb
TUKW,47.4638591,-122.2542055,21.36,shakealert
TUMW,46.9842996386,-122.9121633573,46.01583,gage
TUNG,40.403199618,-118.2575088776,1414.7562,gage
TWHL,47.015904212,-122.9228777814,107.27202,gage
TWIW,46.2129144467,-122.1587348728,1630.53496,gage
TWMS,33.9724568156,-117.7255280122,208.05621,gage
TWRI,46.1979009363,-122.2119302381,2070.85853,gage
TWSP,48.36554275,-120.12167331,477.7047,shakealert
TXAB,32.5032572152,-99.7568233682,488.59227,gage
TXAM,35.1535615621,-101.8784681052,1098.1159,gage
TXBA,31.7655936776,-106.4464404132,1113.08327,gage
TXC1,31.8136909112,-94.1602640542,69.43755,gage
TXCH,34.4596009186,-100.2782830365,563.98077,gage
TXDR,29.3644095797,-100.8995121633,280.15087,gage
TXEL,31.691514157,-106.2715703485,1122.01338,gage
TXHE,30.0990247182,-96.0634959141,47.4233,gage
TXJA,33.1948202303,-98.1456277354,326.04424,gage
TXKM,31.842603159,-103.1086956258,848.02281,gage
TXKR,30.0649366678,-99.1214924293,505.41376,gage
TXLF,31.3563504281,-94.7183199463,77.44309,gage
TXLL,30.733535618,-98.6785968241,306.33289,gage
TXLR,27.5138683242,-99.4479308171,113.63088,gage
TXLU,33.5354184831,-101.8428360318,956.04328,gage
TXPR,26.2084833741,-98.1892593932,15.1176,gage
TXSA,31.4143243989,-100.4728891641,566.05322,gage
TXSN,30.1525770674,-102.4094906814,850.86446,gage
TXSO,32.1411711163,-101.807612714,801.49472,gage
TXST,32.232592053,-98.1821962729,376.56812,gage
TXTI,28.4680303851,-98.5643024975,57.87735,gage
TXTY,32.2496154757,-95.3936137071,120.11469,gage
TXUV,29.2005180372,-99.8271078506,262.51246,gage
TXVA,28.8349316888,-96.9096012573,9.77734,gage
TXWA,31.5777155507,-97.1105143901,101.6763,gage
TXWF,33.8539241545,-98.5055576294,280.16251,gage
TXWT,31.8701145034,-106.4426847045,1193.31465,gage
UAGU,21.9185336886,-102.3149671581,1858.801,rtdb
UAIB,-33.49323564047445,-70.50977467809209,1079.5074605292364,rtdb
UAPE,-20.24299819333112,-70.14126404011719,56.13806202591875,rtdb
UCD1,38.53623916,-121.75123607,-0.5327,shakealert
UCLP,34.0691237239,-118.4419175548,111.52732,gage
UCLU,48.9256365547,-125.5416416298,10.10083,gage
UCOE,19.81321,-101.69442,1973.382,rtdb
UCSB,34.4133094543,-119.8438225449,-9.61179,gage
UCSF,37.7629702135,-122.458157178,154.59122,gage
UDAT,-27.357234027180773,-70.35443051734951,404.8905387846558,rtdb
UDEC,-37.47230069889236,-72.3447893260823,178.20248814782627,rtdb
UFDA,47.7550079196,-122.6674184446,76.59088,gage
UGEO,20.6938,-103.2511,1540.9,rtdb
UJUR,20.70419975,-100.446973305555,1944.852,rtdb
UKIA,45.13279637,-118.93658504,1009.0162,shakealert
UNIV,42.2856201671,-84.3859243711,264.4932,gage
UNPM,20.8685027654,-86.8681759409,-0.48041,gage
UNTO,19.319574478925826,-99.59762074147932,2600.08915437414,rtdb
UPSA,39.6271107779,-118.8022840356,1233.26875,gage
UPTC,41.6288149097,-79.6640707144,342.00668,gage
USC2,34.0195164258,-118.2773318015,55.91372,gage
USGC,33.0300655322,-116.0853412357,133.43449,gage
USLO,35.3118077928,-120.6611012475,134.63571,gage
USMX,29.8216527794,-109.6810518791,625.46376,gage
USN7,38.9205665414,-77.0662785882,58.91544,gage
UTON,19.0334468987,-98.3162418481,2157.31399,gage
UVFM,37.8787488316,-78.6936879804,512.94637,gage
UXAL,19.516385329,-96.92475699,1360.988,rtdb
UXUV,17.318035008116677,-94.1459361729507,102.3252897918178,rtdb
VAGP,37.2486221557,-76.4993767137,-21.1884,gage
VALN,-33.02793420081387,-71.6350256750521,118.53444084206522,rtdb
VBAM,9.04587,-73.96928,34.01402,rtdb
VBUV,5.53321,-73.85894,3035.62999,rtdb
VCAP,44.2619844998,-72.5823837223,159.41755,gage
VCAR,6.18253,-67.49485,46.01535,rtdb
VCST,34.8515050656,-119.4838668942,809.5835,gage
VCTG,10.20865,-75.50547,23.98574,rtdb
VCVL,38.394529986,-121.9469451354,0.34276,gage
VCWA,45.6176261393,-122.5160743448,77.0068,gage
VDCY,34.1785676199,-118.2200073529,318.16362,gage
VERA,10.8536190378,-84.8690400661,64.30245,gage
VIKH,17.7161849001,-64.7981234868,-6.3976,gage
VIMT,34.126450414,-118.5144210178,553.69636,gage
VINZ,34.96239354,-118.93901213,382.0473,shakealert
VIS0,57.6538726694,18.3673240669,79.89087,gage
