FourCharID,Lat,Long,Height
P735,42.69160977,-123.230999,1577.6857
P736,42.57983,-121.88011,1260.009
P737,42.72714192,-122.609636,1254
P738,42.54669,-119.65839,1724
P739,42.02013,-117.72562,1378
P740,33.598194,-116.595974,1372.0745
P741,33.557473,-116.53102,1371.271
P742,33.495542,-116.602571,1142.65586
P744,32.829377,-115.508391,-51.986
P775,40.47538,-86.9920868,182.582
P776,43.54326559,-71.3785574,477
P777,35.70265,-92.54546,336.583
P778,35.24034,-85.81487,552.254
P779,35.20194,-82.87247,880.087
P780,18.07502559,-66.5791349,154.0704
P781,37.69898,-121.07155,-9.7396
P782,35.693814,-120.216175,538.608
P783,40.80757,-111.41471,1820.504
P784,41.8308157,-122.420456,802.2224
P786,41.84548457,-123.98079,83.9872
P787,36.79947537,-121.580831,113.6427
P788,36.74433461,-121.478762,626.6433
P789,35.94658744,-120.471728,503.3795
P790,35.92914769,-120.515375,553.6001
P791,45.34453071,-121.672684,1985.2135
P792,46.2446222273,-122.1368865967,1256.88466
P793,40.47875341,-123.57313,709.8631
P794,39.84568,-122.96376,2088.6254
P795,34.50812368,-116.14813,1095.2595
P796,32.4978722,-114.759348,10.1621
P797,33.53729264,-116.592526,1403.749
P798,43.796029,-110.960577,2456
P799,33.92764771,-118.30635,24.8272
P800,34.02168943,-118.349068,-2.2975
P801,44.3896704,-110.54373207,2368.6928
P802,46.55756,-100.62329,591
P803,46.32636,-90.68362,438
P804,32.963292,-84.225776,215.74
P805,32.96324,-84.22585,215.74
P806,32.963311,-84.225869,215.8
P807,30.494644,-98.822039,420.59
P808,34.836037,-118.621492,914
P809,35.7439,-119.23675,62
P810,35.74396,-119.2367199,62
P811,35.15243271,-118.016609,707
P812,35.1524993,-118.0165363,707
P815,47.937185,-124.557166,37.6
P816,47.937188,-124.557019,36.2
P817,40.14558049364683,-78.51116858743671,383.9873022320901
P820,42.8618,-124.0539,92
P821,43.144546,-123.428986,250.7
P822,42.49344,-122.58851,1182
P823,45.537434,-123.157081,83.408
P824,45.853093,-123.247724,180.36
P825,45.799,-120.847,509
P826,46.182,-123.799,165.6
P827,46.7466,-122.8391,101
P828,47.288973,-122.940718,38.861
PABH,47.212799,-124.204582,12.9063
PAL2,7.13103,-73.18417,1215.4858
PALG,33.3890184387,-117.0317833578,528.82925
PALX,31.55912,-116.06379,1545.4848
PAS1,34.07387554,-106.920944,1417.1083
PASA,57.436,-152.4578,66.6
PB19,-23.89673765972077,-69.30226651711348,2435.5239429631865
PB1Y,32.647944,-115.692443,0.5
PBHR,35.70895,-121.272412,152.2203
PBLD,19.669197,-155.371761,1754.874
PBPP,34.508226,-117.922571,901.9589
PCCL,-18.457674003727842,-70.1067444585473,1143.7277126649224
PCOL,47.17205,-122.57079,79.482
PDIG,25.040225732113175,-105.39597628233481,1757.0615321636465
PDTN,45,-118,394
PDXA,45,-122,-5
PEA1,36.186905,-120.758594,786.077
PEA2,36.180548,-120.766854,684.819
PECL,-37.6869619559512,-73.65057142223512,100.23593227704755
PEIG,15.997679048484619,-97.1475722272102,334.3148305180259
PFBP,18.0383,-67.13344,3.765
PFLD,47,-122,160
PGC5,48,-123,3
PHJX,32.49005556,-115.55045,105.3266
PHLB,34,-117,886
PIN1,33,-116,1256
PIN2,33,-116,1258
PINO,16.392773016183337,-98.1273629029607,238.9106409153062
PJZX,32.41700685,-115.88373,1335.7489
PKDB,35,-120,589
PKDG,35,-120,589
PKDL,45,-121,512
PKRD,34.071559,-118.232902,130.858
PKWD,46,-121,307
PLMN,46,-117,788
PLNA,44,-119,1110
PLPX,31.58860016,-115.151275,813.4855
PLTR,5.04383,-75.3321,3710.52375
PLTX,31.81633926,-115.430893,236.4739
PLVP,-37.148830583501635,-73.5850296212621,58.994526509190784
PMOB,33,-116,1662
PMUV,18.544896345526485,-95.12265755871023,752.2793306285939
PNNN,40.061278944,-105.2062111667,1573.264
PNVL,44,-120,873
POBG,33.6871332935,-116.9237504278,982.24662
POME,46,-117,556
POMM,35.91991,-120.478434,597.1215
POP1,19.06704042715359,-98.62808679153882,4017.4302527400364
POTR,32,-116,730
POVA,2.44909,-76.61474,1749.35512
PPBF,33.835726,-117.182088,428.1082
PPPT,40.0609155,-105.205555555,1571.4
PRKW,19.942804,-155.66777,841.7
PRSN,18.2171,-67.1447,28.798
PRSR,46,-119,231
PRX5,39.94949,-105.19427,1729
PSAP,33.8192368,-116.493991741,86.7308
PSDM,34.0917667974,-117.8070956721,278.38567
PSTX,31.31312,-115.83543,902.1444
PTAA,48,-123,66
PTAL,49,-124,92
PTAR,-53.155235955261034,-71.04962458033587,632.9759022143869
PTAX,32.37793,-115.45659,1066
PTEX,32.28845186,-116.521235,340.5966
PTPP,8.20437,-82.87904,137
PTRB,37,-123,145
PTRF,48,-124,173
PTRH,38,-121,35
PTRL,37,-123,146
PTRO,-41.13814312327965,-72.40292285307245,224.2144696008432
PTSG,41.782741,-124.255199,-10.2142
PTSN,45,-119,119
PUH2,19.421317,-155.907647,50.7
PUPU,47.499559,-122.00808,542.4355
PVE3,33.7432989869,-118.4042603488,71.06222
PVGP,17.978033,-66.788531,-2.516
PVHS,33.7794564525,-118.3721693405,259.60351
PVRS,33.773862,-118.320587,59.8434
PXYZ,40.0612827888,-105.00620675,1571.588
QCY2,36.161065,-121.137346,101.417
QHTP,34.6286821007,-118.2448171769,863.05842
QLLN,-43.11418021496092,-73.66424438014005,197.94252523099559
QMAR,47,-120,819
QSCO,-33.39188846648351,-71.70194957658353,31.074545805405165
QSEC,9.84038,-85.35727,17.5364
QUAD,50,-125,-6
QUEX,32.549213,-115.153225,-17.5
RAAP,33,-116,395
RAGG,34,-116,729
RAMT,35.338714,-117.683349,1406.6133
RAPT,36,-119,88
RBRU,36,-119,59
RCA2,34.49998,-119.719995,1179.2162
RCHY,16.703,-62.15321,313.1
RCSC,33.444138,-117.586437,192.987
RDCI,19.05885807,-70.85639024,1255.6
RDGM,36,-121,128
RDLT,19.3066139,-69.5466528,23
RDMA,19.53879,-71.07724,65.699
RDMC,19.848741,-71.638857,-18.868
RDMT,34.64394,-116.624686,1783.0036
RDNE,18.500752246,-71.420455009,91.3685
RDON,16.93418266,-62.34629539,105.9915
RDSD,18.46139778,-69.9113,-9.2087
RDSJ,18.81948,-71.22701,405.1
RDTO,18.47924,-69.83595,11.459
RDTP,47,-120,1518
REDM,44.259767,-121.147881,919.8533
REED,43,-124,-14
RG03,33.65471,-105.15417,1574
RG05,32.55252,-108.35637,1797
RG06,32.6349,-107.8648,1628
RG07,32.4965,-106.84331,1391
RG08,32.72835,-104.99407,1485
RG10,36.45123,-106.53857,2217
RG11,36.52316,-105.7791,2204
RG13,36.49126,-104.21149,2040
RG16,39.88437,-106.3485,2595.9
RG21,37.76784,-107.1092,2767
RG23,37.74387,-105.4985,2621.343
RG24,37.96352,-104.96676,2211.9
RHCG,34.0009111,-118.01334861,338.7
RHCL,34.01905,-118.026169,176.8871
RKD1,48,-119,313
RKMG,33.6741270709,-117.6094307192,377.61293
RMRK,46,-120,491
RMVJ,33.48581,-117.55533,167
RNCH,35.899993,-120.524825,838.8185
ROA0,16.3181,-86.5266,12.553
ROB1,-32.97582562361398,-71.01584535184068,2208.65685062399
ROCK,34.2356768407,-118.6764356758,553.40569
ROCP,37,-122,582
RPIG,21.8849374822973,-99.98271118522558,987.3829726239312
RPUB,48,-118,798
RSBG,43,-123,135
RSCS,33.44413,242.4135,162.5
RSTP,34.875081,-118.192925,712.7381
RSVY,34.541476,-119.184433,987.4107
RTHS,34.0891521758,-117.3533379588,328.67581
RUBO,-1.728036,29.255945,1465
RUBY,40.61721,-115.12282,1882.381
RUNG,32.9723112433,-114.978034267,119.68542
RVRD,1.067635574029016,-79.38508652647405,48.49790908162396
RYMD,46,-123,-10
S300,37.66650699,-121.558269,495.7488
SABY,18.967013583094705,-91.18656704029237,-5.954387030569529
SACY,33,-117,-11
SALM,44,-123,44
SAMM,47,-122,7
SAN0,12.58045,-81.71572,10.08479
SAOB,36,-121,359
SARG,36,-121,56
SBCC,33.552999,-117.661485,88.695
SBLL,-34.79208473023254,-70.78069955552341,898.5180276280622
SBRB,37,-122,-1
SBRU,37,-122,-1
SC00,46.950925,-120.724609,1178.4093
SC01,34.067953,-106.966542,2097.3848
SC02,48.546195,-123.00761,-15.0315
SC03,47.816587,-123.705738,2018.4739
SC04,48,-123,15
SCCP,37,-122,417
SCIA,34.607446,-117.3883,831.4513
SCIP,32,-118,452
SCW2,12.6833,-87,876
SDHL,34.255011,-116.278897,835.0614
SEAS,45,-123,-11
SEAT,47.653977,-122.309476,44.2292
SEDR,48.521558,-122.223848,29.8571
SELD,59.44571,-151.706671,20.3723
SEQM,48,-123,35
SFDM,34.459805,-118.754505,291.521
SG27,71.322895,-156.610331,9.4329
SGCC,3.37223,-76.52991,1006.84897
SGCG,6.9921,-73.06432,966.7166
SGLG,32,-115,78
SGPS,33.9125371401,-116.6956888206,476.74078
SHIN,40.591679,-120.225043,1377.3251
SHKE,40.1782,-105.0891,1507
SHLD,41.868367,-119.015684,1457.5576
SHOS,35.971345,-116.298984,582.406
SHP5,35,-120,17
SHPB,49,-126,5
SILK,34.1028640742,-118.2638754932,106.23441
SIMM,35,-119,583
SIO5,32,-117,185
SKGT,48,-122,-6
SKPU,48,-122,0
SKYB,34.438624,-118.478629,520.2286
SLAC,37.416517,-122.204262,63.6962
SLHG,33.1926240441,-116.2540605505,177.67039
SLID,39.314277,-119.884287,2902.5263
SLMS,33.292227,-115.977841,-45.9259
SMAI,47,-122,113
SMEL,39.425644,-112.844927,1422.1398
SMM1,72.579584,-38.459185,3260.293
SMNR,47,-122,7
SMRT,18.042266767,-63.1088690982,-32.786
SMTH,54,-127,513
SNHS,33,-117,66
SNI1,33,-119,239
SNLR,1.2925226710888824,-78.84701463254768,22.677276938496437
SNOQ,47,-121,812
SOD2,37,-121,986
SODB,37,-121,985
SOMT,34.319938,-119.064331,464.265
SONG,33.38075,-117.56027,23
SPED,18.46101571,-69.3055736,-22.1449
SPIC,39.306214,-112.127475,1670.4329
SPIG,31.046069387375496,-115.46603552910274,2752.105391140747
SPK1,34.05934268,-118.64616131,440.1281
SPKN,47,-117,772
SPMS,33.992654,-117.848774,207.0515
SPRA,44,-119,567
SPRG,47,-117,600
SRB1,37,-122,54
SRB2,37,-122,54
SRGD,-22.87113594776915,-69.34783388216945,1899.3538617308736
SRIG,27.319790005884688,-112.24099766488958,6.187425361595052
SROD,19.475,-71.3411,98.7
SRS1,34.004335,-120.065219,68.2316
SSHO,47,-122,74
SSIA,13.69712978,-89.11658523,626.812
SSIG,24.81642985053751,-107.14492715719167,129.56290090258545
STAY,44,-122,110
STFU,37,-122,20
STHM,44,-122,190
STVI,18.340101,-64.97445,-21.621
SUAM,5.70987,-72.9247,2529.59168
SUTB,39,-121,616
SVIN,38,-122,-27
SWEP,37,-122,350
SYNG,34.6072323454,-120.0695595464,167.86781
T2IG,14.882264269508342,-92.29589774995287,112.46494019497179
T3RP,37,-122,742
TABL,34.381850308,-117.6782858199,2228.03685
TACO,47,-122,81
TAFT,35,-119,287
TBLP,35.917411,-120.360336,937.5208
TCA0,26.741468,-77.382529,-24.857
TDLS,45,-121,26
TEAT,5.42178,-73.53931,3291.97219
TEG2,14.090085,-87.205647,947.171
TEHA,35,-118,1174
TFNO,49,-125,-3
TGDR,18.208057,-71.091974,25.977
TGIG,16.778184995811575,-93.12225951346961,610.0232877780176
TGMX,20.868118,-86.866857,-3.576
THAR,46.27525,-122.17403,1430.58
THCP,35.158182,-118.414571,1652.4028
THM2,33.54964,-117.76679,225
THMG,33.65064028,-116.0772521158,33.64348
THMS,33.549647,-117.766793,226
TIBB,37,-122,-21
TILL,45,-123,-4
TJRN,34.483473,-120.132562,157.1768
TLGT,-33.776325321518456,-70.98878871444069,1347.3292733606972
TLIG,17.562641120668268,-98.56646344273591,1098.6762655135203
TMAP,33.6412461181,-116.1604636971,-66.89267
TNAL,19.118731,-98.655235,3992
TNAM,20.535679,-103.966822,1226.78
TNAT,18.13021,-98.04113,1299
TNBA,28.971917,-113.547285,5.8
TNCC,18.791089,-103.172953,1076.9
TNCN,18.553795,-101.970807,347
TNCU,28.450588,-106.794,2110
TNCY,16.05851,-97.75887,24
TNGF,19.326944,-99.17607,2273
TNHM,29.081331,-110.970289,182.84
TNIF,18.271,-101.895,255
TNLC,19.506122,-104.549215,269.8
TNMO,19.64878,-101.22784,1963.89
TNMQ,16.71037,-98.61159,411
TNMR,18.28847636875251,-103.34553830293642,44.17933243683734
TNMT,19.585785,-104.274175,1933
TNMZ,19.123606,-104.401534,2.67
TNNP,16.12052,-97.14198,493
TNNX,17.4076,-97.2239,2121
TNPJ,15.704610594882723,-93.21890271048167,68.42978356859088
TNPP,31.335518,-113.631638,28.48
TNSJ,16.17241,-96.48952,2741
TNTM,19.239158,-104.789929,28
TOIY,39.542173,-117.049407,2299.0592
TONO,38.097194,-117.18404,2066.0222
TORP,33.7978006182,-118.3306083645,-5.19705
TOST,34.247955,-118.836663,274.3933
TOWG,35,-117,657
TPOG,34.8788599123,-118.2285758691,772.25516
TPW2,46.207373,-123.768364,-14.9608
TRAI,49,-117,416
TRAK,33,-117,115
TRAT,0.8616356296193082,-79.85934108351127,161.72246017562142
TRCP,37,-122,213
TRLK,35,-120,3
TRLP,1.1019293021150447,-79.15366954862132,26.41502178756622
TRND,41.053886,-124.150867,78.1886
TRNT,16.7643058318,-62.1632961255,-25.561599
TRPD,-33.022810932364386,-71.64746685688725,61.845092261140614
TRPG,0.8165055916754305,-80.01442338544886,39.86888345921026
TRTH,0.9787858282901923,-79.62542234592102,23.365479938146834
TSWY,43.67409,-110.597476,2190.7224
TUCO,1.81485,-78.7477,18.70809
TUKW,47,-122,21
TUMW,46,-122,46
TUNG,40.403201,-118.257504,1414.7529
TWHL,47.015905,-122.922875,107.2996
TWMS,33.97245465,-117.72552209,208.0897
TWSP,48,-120,479
UAGU,21.9185336886,-102.3149671581,1858.801
UAIB,-33.49323564047445,-70.50977467809209,1079.5074605292364
UAPE,-20.24299819333112,-70.14126404011719,56.13806202591875
UCD1,38,-121,0
UCLP,34.0691,-118.4419,109.955
UCLU,48,-125,10
UCOE,19.81321,-101.69442,1973.382
UCSB,34.41330659,-119.84381562,-9.598
UCSF,37,-122,154
UDAT,-27.357234027180773,-70.35443051734951,404.8905387846558
UDEC,-37.47230069889236,-72.3447893260823,178.20248814782627
UFDA,47,-122,79
UGEO,20.6938,-103.2511,1540.9
UJUR,20.70419975,-100.446973305555,1944.852
UKIA,45,-118,1009
UNPM,20.868533,-86.868184,1.8
UNTO,19.319574478925826,-99.59762074147932,2600.08915437414
UPSA,39.627112,-118.802279,1233.2796
USC2,34,-118,55
USGC,33.030063,-116.085333,133.4373
USLO,35.311803,-120.661092,134.6419
USMX,29.82335,-109.67997,642
UTON,19.03347,-98.31624,2155.363
UXAL,19.516385329,-96.92475699,1360.988
UXUV,17.318035008116677,-94.1459361729507,102.3252897918178
VALN,-33.02793420081387,-71.6350256750521,118.53444084206522
VBAM,9.04587,-73.96928,34.01402
VBUV,5.53321,-73.85894,3035.62999
VCAR,6.18253,-67.49485,46.01535
VCST,34.85150263,-119.483859,809.543
VCTG,10.20865,-75.50547,23.98574
VCVL,38.39453031,-121.946941,0.3682
VCWA,45,-122,77
VDCY,34.178565,-118.219999,318.197
VERA,10.85361892,-84.869041,64.3205
VIMT,34.126447,-118.514412,553.7066
VINZ,34,-118,382
VMAG,9.28674,-74.84732,61.09184
VMER,1.78501,-77.1533,1199.9635
VMES,6.88333,-73.09168,1644.49631
VNCO,34.275764,-119.237668,25.709
VNCX,34.293192,-118.484539,328.5966
VNDP,34.556311,-120.616449,-11.5034
VNPS,34.5014826626,-118.1211619431,961.9117
VPOL,10.79377,-74.86084,89.20836
VQUI,5.69232,-76.6417,82.5116
VRAI,9.924881,-83.190642,444.283
VRNT,46,-119,116
VSJG,2.53251,-72.63897,227.76769
VSOA,4.60258,-74.27288,2668.83479
VTAM,6.4524,-71.75348,353.39797
VTIS,33.712642478,-118.2938278972,59.52929
VTOR,33.22501495,-117.193186,379.9218
VZPQ,5.01902,-73.98697,2594.6282
WALA,46,-118,407
WASG,35.7383893662,-118.5569816148,1834.94846
WCHS,34.0618996756,-117.9111151269,100.09225
WDBN,45,-122,39
WDCB,40,-122,259
WEBG,45,-122,67
WGPP,35.010848,-118.983687,352.0366
WHC1,33.9798871154,-118.0311739081,94.2351
WHFG,35.6950537693,-118.3519573714,861.90594
WHYT,33,-117,265
WIDC,33.9347582682,-116.391784554,445.05792
WIKR,63.55272812,-150.922212,1188.7396
WIN2,37.65265,-122.14063,-27.6239
WINT,37.652643,-122.140567,-28.7859
WKPK,34.568498,-118.741516,1208.9157
WLHG,36.152113,-118.313118,2644.4
WLSN,34.22612117,-118.05591256,1705.2614
WLWY,44.639518,-110.286654,2643.0017
WMAP,34.2594262297,-118.4142957461,268.11054
WMDG,33.0383240563,-115.5818967029,-78.46394
WMOK,34.737894,-98.780525,467.3906
WMSG,45,-121,1048
WNRA,34.0432396964,-118.059262367,40.13447
WOMT,34.669014,-116.931665,1353.0419
WORG,35.6955684422,-118.2423891442,798.38784
WOSB,50,-126,959
WRHS,33.9581543836,-118.4276116551,7.8942
WSKY,40,-122,469
WSLB,50,-122,909
WWFG,33,-115,-93
WWMT,33.9553143304,-116.6538594658,796.65364
XANE,47,-120,413
XPLO,-46.484038810545336,-73.19481023279559,93.98478024340307
YACH,44.2932,-124.0803,453
YAIG,18.86242768060332,-99.06693332876424,1288.667152082589
YAKI,46,-120,324
YBH2,41,-122,1065
YBHB,41,-122,1065
YONC,43,-123,86
YUHG,32.6475670248,-115.922236071,152.60135
YUMX,32.027692,-115.199203,-30.2
ZIHU,17.606906307755864,-101.46497168012993,15.417293941679663
